Type,Title,Last Visited,Host
Commit,Merge branch 'main' into claude/pin-github-action-sha-M2tVi,2026-02-26T18:50:38Z,github.com
Commit,Merge branch 'main' into claude/setup-lighthouse-ci-Xaoow,2026-02-26T17:00:53Z,github.com
Commit,Merge pull request #514 from shazzar00ni/dependabot/npm_and_yarn/rollup-4.59.0,2026-02-26T17:00:01Z,github.com
Commit,chore(deps): bump rollup from 4.57.1 to 4.59.0,2026-02-26T08:57:09Z,github.com
Commit,Merge branch 'main' into claude/pin-github-action-sha-M2tVi,2026-02-26T08:56:37Z,github.com
Commit,Merge pull request #513 from shazzar00ni/dependabot/npm_and_yarn/basic-ftp-5.2.0,2026-02-26T08:56:11Z,github.com
Commit,chore(deps): bump basic-ftp from 5.1.0 to 5.2.0,2026-02-25T23:33:07Z,github.com
Commit,Add @testing-library/dom as explicit devDependency,2026-02-25T12:18:48Z,github.com
Commit,Make jq threshold queries type-safe,2026-02-25T12:08:35Z,github.com
Commit,Merge main into Lighthouse CI branch,2026-02-25T09:34:52Z,github.com
Commit,docs: add TODO to track ESLint 10 upgrade once react-hooks plugin supports it,2026-02-25T09:12:11Z,github.com
Commit,Fix 27 failing tests: add missing debug logging and update stale test text,2026-02-24T07:08:53Z,github.com
Commit,Fix Prettier formatting issues in 7 files,2026-02-24T07:00:46Z,github.com
