Type,Title,Last Visited,Host
Commit,chore(deps): bump lodash from 4.17.21 to 4.17.23,2026-01-23T23:43:39Z,github.com
Commit,Merge pull request #339 from shazzar00ni/feat/daily-pr-review-summary-15372459533392607538-4101344366890100989,2026-01-22T00:19:29Z,github.com
Commit,Merge branch 'main' into feat/daily-pr-review-summary-15372459533392607538-4101344366890100989,2026-01-22T00:18:28Z,github.com
Commit,Merge pull request #338 from shazzar00ni/pr-reviews-summary-12719666776009168085,2026-01-21T16:09:11Z,github.com
Commit,Merge branch 'main' into pr-reviews-summary-12719666776009168085,2026-01-21T16:08:10Z,github.com
Commit,Merge pull request #340 from shazzar00ni/update-pr-review-summary-62899864857378040,2026-01-21T16:05:56Z,github.com
Commit,Merge pull request #333 from shazzar00ni/copilot/review-non-literal-regexp,2026-01-21T09:44:45Z,github.com
Commit,Merge pull request #337 from shazzar00ni/copilot/add-document-introduction-summary,2026-01-21T09:42:23Z,github.com
Commit,refactor: remove redundant aria-labels from decorative icons,2026-01-21T06:33:27Z,github.com
Commit,fix: update remaining icon-related tests for SVG icons,2026-01-21T00:09:10Z,github.com
Commit,fix: add icon aria-label support and fix formatting issues,2026-01-20T23:48:00Z,github.com
Commit,Merge pull request #324 from shazzar00ni/copilot/fix-security-issues-in-code-review,2026-01-20T16:29:52Z,github.com
Commit,Merge pull request #347 from shazzar00ni/dependabot/npm_and_yarn/prettier-3.8.0,2026-01-20T16:09:54Z,github.com
Commit,Merge pull request #350 from shazzar00ni/claude/upgrade-codeql-action-yNSc8,2026-01-20T16:08:55Z,github.com
Commit,fix(ci): add workaround for Codacy SARIF multiple runs error,2026-01-20T13:36:11Z,github.com
Commit,fix: resolve icon fallbacks and test assertion mismatches,2026-01-20T13:27:49Z,github.com
Commit,chore: resolve merge conflict with main,2026-01-20T13:17:26Z,github.com
Commit,ci: bump github/codeql-action from 3.24.9 to 4.31.10 (#348),2026-01-20T13:13:43Z,github.com
Commit,chore(deps): upgrade CodeQL action to v4.31.10 across all workflows,2026-01-20T13:11:52Z,github.com
Commit,chore(deps-dev): bump prettier from 3.7.4 to 3.8.0,2026-01-20T13:07:49Z,github.com
