Type,Title,Last Visited,Host
Commit,Merge branch 'main' into claude/fix-header-keyboard-nav-Pz3bf,2026-01-28T07:39:49Z,github.com
Commit,fix: remove unused imports and eslint directive after merge,2026-01-28T06:52:26Z,github.com
Commit,Merge pull request #378 from shazzar00ni/jules/pr-review-summary-update-17394501759905008869,2026-01-27T20:24:43Z,github.com
Commit,Merge pull request #365 from shazzar00ni/claude/fix-issue-364-tkCap,2026-01-27T20:23:18Z,github.com
Commit,Merge branch 'main' into claude/fix-issue-364-tkCap,2026-01-27T15:13:26Z,github.com
Commit,docs: update PR review summary with analysis of PR #275,2026-01-27T10:32:22Z,github.com
Commit,Merge pull request #304 from shazzar00ni/claude/add-implementation-plan-agent-Dajr1,2026-01-27T07:03:01Z,github.com
Commit,refactor: improve Icon Component Integration tests with proper mocking and reduce duplication,2026-01-27T07:00:19Z,github.com
Commit,style: fix Prettier formatting in PR_REVIEW_SUMMARY.md,2026-01-27T06:38:15Z,github.com
Commit,Merge remote changes and resolve conflicts in ThemeToggle.test.tsx,2026-01-27T06:34:54Z,github.com
Commit,style: fix Prettier formatting in ThemeToggle.test.tsx,2026-01-27T06:31:24Z,github.com
Commit,Update src/components/ui/Icon/Icon.tsx,2026-01-27T06:22:33Z,github.com
Commit,Merge branch 'main' into claude/add-implementation-plan-agent-Dajr1,2026-01-27T02:19:10Z,github.com
Commit,refactor: use nullish coalescing operator consistently in test files,2026-01-27T02:09:48Z,github.com
Commit,Merge branch 'claude/add-implementation-plan-agent-Dajr1' of http://127.0.0.1:41682/git/shazzar00ni/paperlyte-v2 into claude/add-implementation-plan-agent-Dajr1,2026-01-27T02:04:19Z,github.com
Commit,fix: use nullish coalescing operator for stroke color fallback,2026-01-27T02:04:00Z,github.com
Commit,Update src/components/ui/ThemeToggle/ThemeToggle.test.tsx,2026-01-27T02:03:47Z,github.com
Commit,Update src/components/ui/ThemeToggle/ThemeToggle.test.tsx,2026-01-27T02:02:41Z,github.com
Commit,Fix Prettier formatting in FAQ.test.tsx,2026-01-26T23:39:45Z,github.com
Commit,Update src/components/sections/Comparison/Comparison.test.tsx,2026-01-26T23:36:42Z,github.com
Commit,chore: fix PR_REVIEW_SUMMARY.md formatting,2026-01-26T16:35:24Z,github.com
Commit,Merge branch 'main' into claude/fix-header-keyboard-nav-Pz3bf,2026-01-26T16:34:02Z,github.com
Commit,Merge pull request #370 from shazzar00ni/dependabot/npm_and_yarn/development-dependencies-18a3f8cf01,2026-01-26T16:26:17Z,github.com
Commit,Merge pull request #371 from shazzar00ni/dependabot/npm_and_yarn/sentry/react-10.36.0,2026-01-26T16:25:16Z,github.com
