Type,Title,Last Visited,Host
Commit,Merge pull request #706 from shazzar00ni/chunk/fix-retry-count-logging-inp-null-check-1775307100928,2026-05-10T10:33:41Z,github.com
Commit,Merge branch 'main' into chunk/fix-retry-count-logging-inp-null-check-1775307100928,2026-05-10T10:25:54Z,github.com
Commit,Merge pull request #897 from shazzar00ni/copilot/fix-hardcoded-passwords,2026-05-10T10:23:26Z,github.com
Commit,Merge branch 'main' into copilot/fix-hardcoded-passwords,2026-05-10T10:20:02Z,github.com
Commit,Merge pull request #895 from shazzar00ni/copilot/fix-sonarqube-docs-api-key-detection,2026-05-10T01:16:43Z,github.com
Commit,fix(e2e): collect FCP via PerformanceObserver with buffered:true to fix headless Chromium null,2026-05-07T15:19:54Z,github.com
Commit,style: run Prettier on webVitals.test.ts to fix CI format check,2026-05-07T11:19:01Z,github.com
Commit,fix: remove redundant startTime?: number from trackFID type assertion,2026-05-07T11:15:36Z,github.com
Commit,Merge branch 'main' into chunk/fix-retry-count-logging-inp-null-check-1775307100928,2026-05-07T11:09:49Z,github.com
Commit,fix: rename localStorage key constants to avoid false positive hardcoded-password warning,2026-05-06T22:09:05Z,github.com
Commit,fix: remove sonarcloud.yml boilerplate comments that triggered false-positive secret detection,2026-05-06T21:58:38Z,github.com
Commit,Add stale.yml workflow for managing stale issues and PRs,2026-05-06T21:53:22Z,github.com
Commit,Merge pull request #764 from shazzar00ni/claude/paperlyte-12-issue-fixes-1fvmr,2026-05-06T21:36:13Z,github.com
Commit,Fix useMemo comment and ScrollDepth type annotation,2026-05-06T21:01:05Z,github.com
Commit,Fix high-severity basic-ftp and ip-address CVEs via npm audit fix,2026-05-06T20:53:35Z,github.com
Commit,Merge main: resolve axios URL assertion conflict,2026-05-06T20:49:48Z,github.com
Commit,Add ARIA attribute coverage tests for sections EmailCapture,2026-05-06T20:29:29Z,github.com
Commit,Merge pull request #886 from shazzar00ni/claude/fix-issue-876-ej8EV,2026-05-06T13:57:08Z,github.com
Commit,Fix e2e spec: mobile skip and cross-env apostrophe regex,2026-05-06T06:13:17Z,github.com
Commit,Fix typographic quotes in e2e spec causing ESLint parse error,2026-05-06T06:08:57Z,github.com
Commit,Resolve merge conflict: accept remote removal of RUN_CWV_SMOKE guard,2026-05-06T06:06:40Z,github.com
Commit,Merge remote branch and apply review fixes,2026-05-06T06:05:41Z,github.com
Commit,"fix(test): update axios URL assertion to match current version, improve decisions entry",2026-05-06T06:03:04Z,github.com
Commit,Merge branch 'main' into claude/paperlyte-12-issue-fixes-1fvmr,2026-05-06T06:02:44Z,github.com
Commit,chore: record file-restoration decision from issue #876,2026-05-06T05:58:33Z,github.com
Commit,Merge pull request #883 from shazzar00ni/copilot/fix-deployment-status-check,2026-05-05T14:01:18Z,github.com
Commit,Potential fix for pull request finding,2026-05-05T13:37:42Z,github.com
Commit,Potential fix for pull request finding,2026-05-05T13:36:52Z,github.com
Commit,Update .lighthouserc.json,2026-05-05T13:36:07Z,github.com
Commit,fix: upgrade axios override to 1.16.0 to resolve high severity vulnerabilities,2026-05-05T06:59:08Z,github.com
