Type,Title,Last Visited,Host
Commit,chore(deps-dev): bump eslint from 9.39.2 to 10.0.2,2026-03-06T06:42:49Z,github.com
Commit,Merge pull request #526 from shazzar00ni/dependabot/npm_and_yarn/development-dependencies-68183eccca,2026-03-06T06:41:42Z,github.com
Commit,Merge pull request #533 from shazzar00ni/dependabot/github_actions/actions/download-artifact-8.0.0,2026-03-06T06:41:03Z,github.com
Commit,Merge pull request #536 from shazzar00ni/dependabot/github_actions/andresz1/size-limit-action-1.8.0,2026-03-06T06:40:26Z,github.com
Commit,Merge branch 'main' into dependabot/github_actions/andresz1/size-limit-action-1.8.0,2026-03-06T06:39:38Z,github.com
Commit,Fix critical CodeQL alert: split ESLint scan/upload into two-workflow pattern,2026-03-05T22:03:32Z,github.com
Commit,Update src/components/ui/EmailCapture/EmailCapture.tsx,2026-03-05T21:49:56Z,github.com
Commit,Update src/utils/test/regexHelpers.ts,2026-03-05T21:49:36Z,github.com
Commit,"Fix GHAS ""configuration not found"": switch eslint.yml to pull_request_target",2026-03-05T20:57:56Z,github.com
Commit,"Refactor: eliminate duplicated code across hooks, utils and components",2026-03-05T20:07:19Z,github.com
Commit,docs: document confirmed accidental file deletions from Jules daily PR reviews,2026-03-05T20:04:50Z,github.com
Commit,Initial plan,2026-03-05T20:00:50Z,github.com
