Type,Title,Last Visited,Host
Commit,Merge branch 'main' into coderabbitai/utg/ade59e9,2026-05-17T08:31:34Z,github.com
Commit,Merge remote-tracking branch 'origin/claude/fix-codacy-pr-comments-ko62W' into claude/fix-codacy-pr-comments-ko62W,2026-05-17T08:20:41Z,github.com
Commit,Merge remote-tracking branch 'origin/main' into claude/fix-codacy-pr-comments-ko62W,2026-05-17T08:20:30Z,github.com
Commit,style: fix Prettier formatting in two test files,2026-05-17T08:19:47Z,github.com
Commit,merge: sync with main and resolve 5 conflicts,2026-05-17T08:17:45Z,github.com
Commit,Merge pull request #954 from shazzar00ni/claude/reorganize-docs-folder-8Y6i9,2026-05-17T08:17:30Z,github.com
Commit,Merge branch 'main' into claude/reorganize-docs-folder-8Y6i9,2026-05-17T08:16:32Z,github.com
Commit,Merge branch 'main' into claude/fix-codacy-pr-comments-ko62W,2026-05-17T08:14:14Z,github.com
Commit,Merge pull request #968 from shazzar00ni/codex/update-actions-for-node.js-24-support,2026-05-16T16:08:31Z,github.com
Commit,Merge branch 'main' into codex/update-actions-for-node.js-24-support,2026-05-16T16:05:26Z,github.com
Commit,ci: upgrade dependency review action for Node 24 migration,2026-05-16T16:04:19Z,github.com
Commit,Merge pull request #957 from shazzar00ni/codex/fix-issue-948-in-repository,2026-05-16T09:46:12Z,github.com
Commit,Merge branch 'main' into codex/fix-issue-948-in-repository,2026-05-16T09:45:16Z,github.com
Commit,Merge remote-tracking branch 'origin/claude/fix-codacy-pr-comments-ko62W' into claude/fix-codacy-pr-comments-ko62W,2026-05-16T09:37:08Z,github.com
Commit,fix(ci): skip Codacy PR upload job for Dependabot PRs,2026-05-16T09:36:49Z,github.com
Commit,Merge branch 'main' into claude/fix-codacy-pr-comments-ko62W,2026-05-16T09:32:15Z,github.com
Commit,Merge pull request #944 from shazzar00ni/claude/fix-security-vulnerabilities-8xKR9,2026-05-16T09:29:29Z,github.com
Commit,Merge branch 'main' into claude/fix-security-vulnerabilities-8xKR9,2026-05-16T09:26:24Z,github.com
Commit,Merge pull request #943 from shazzar00ni/claude/create-paperlyte-ai-policy-3ULGx,2026-05-16T09:22:56Z,github.com
Commit,Merge branch 'main' into claude/create-paperlyte-ai-policy-3ULGx,2026-05-16T09:20:05Z,github.com
Commit,ci(codacy): exclude docs/** from code analysis,2026-05-15T13:47:00Z,github.com
Commit,fix(csp): allow blob workers for sentry replay,2026-05-15T13:11:57Z,github.com
Commit,Fix failing font preload expectation in index.html test,2026-05-15T09:12:35Z,github.com
Commit,Fix table header in ACTION_PLAN.md to use docs/ prefix,2026-05-15T09:06:11Z,github.com
Commit,Stage edits to ACTION_PLAN.md and Project_Architecture_Blueprint.md,2026-05-15T05:56:56Z,github.com
