Type,Title,Last Visited,Host
Commit,refactor: remove dead selective fingerprint filter in merge-sarif-runs.sh,2026-03-25T08:21:13Z,github.com
Commit,style: apply Prettier formatting to package.json,2026-03-25T04:54:53Z,github.com
Commit,"chore: merge main into branch, resolve scripts/merge-sarif-runs.sh conflict",2026-03-25T04:44:15Z,github.com
Commit,Merge pull request #585 from shazzar00ni/claude/update-yauzl-security-tgoiF,2026-03-25T04:20:40Z,github.com
Commit,"fix: resolve PR review findings — dedup esbuild, pin vite, add flatted rationale",2026-03-25T04:19:21Z,github.com
Commit,Merge branch 'main' into claude/update-yauzl-security-tgoiF,2026-03-25T04:16:00Z,github.com
Commit,Merge pull request #613 from shazzar00ni/claude/fix-icon-rendering-tests-ukecN,2026-03-25T04:15:09Z,github.com
Commit,refactor: remove negated conditions in Icon; guard test mock cleanup with finally,2026-03-25T04:09:51Z,github.com
Commit,Merge branch 'main' into claude/fix-icon-rendering-tests-ukecN,2026-03-25T04:06:46Z,github.com
Commit,Merge pull request #619 from shazzar00ni/claude/setup-build-generation-4yjxA,2026-03-25T04:06:10Z,github.com
Commit,Merge pull request #643 from shazzar00ni/claude/fix-codacy-issues-yersz,2026-03-25T04:05:08Z,github.com
Commit,fix: replace window.location.reload with globalThis.location.reload in ErrorBoundary,2026-03-25T03:59:20Z,github.com
Commit,fix: run Prettier over all markdown files to normalize list indentation,2026-03-25T03:32:26Z,github.com
Commit,fix: simplify reload onClick to arrow expression (no semicolon),2026-03-25T03:28:42Z,github.com
Commit,fix: expand inline arrow-function blocks and remove trailing semicolons,2026-03-25T03:20:41Z,github.com
