Type,Title,Last Visited,Host
Commit,Update ACTION_PLAN.md,2026-04-26T08:04:49Z,github.com
Commit,Update ACTION_PLAN.md,2026-04-26T08:03:23Z,github.com
Commit,Merge pull request #812 from shazzar00ni/claude/accessibility-scan-agent-6jSFc,2026-04-26T05:51:02Z,github.com
Commit,Merge branch 'main' into claude/accessibility-scan-agent-6jSFc,2026-04-26T05:38:22Z,github.com
Commit,Merge pull request #819 from shazzar00ni/dependabot/npm_and_yarn/postcss-8.5.10,2026-04-25T16:08:13Z,github.com
Commit,Merge branch 'main' into dependabot/npm_and_yarn/postcss-8.5.10,2026-04-25T09:37:10Z,github.com
Commit,fix(cta): textLink hover transition targets opacity not color,2026-04-25T09:27:07Z,github.com
Commit,fix(cta): textLink text invisible on CTA gradient in both light and dark mode,2026-04-25T09:21:11Z,github.com
Commit,Merge branch 'main' into claude/accessibility-scan-agent-6jSFc,2026-04-25T09:08:35Z,github.com
Commit,fix(cta): dark mode contrast regressions in focus ring and microcopy,2026-04-24T23:39:47Z,github.com
Commit,fix(a11y): address contrast regression and token collision from #809 fix,2026-04-24T23:31:51Z,github.com
Commit,Create dependancy-check.yml,2026-04-24T23:05:49Z,github.com
Commit,Merge pull request #803 from shazzar00ni/claude/fix-tsconfig-deprecations-CYcmJ,2026-04-24T19:01:40Z,github.com
Commit,Merge branch 'main' into claude/fix-tsconfig-deprecations-CYcmJ,2026-04-24T19:00:45Z,github.com
Commit,fix(a11y): apply fixes for issues #808 and #809,2026-04-24T18:57:09Z,github.com
Commit,chore(deps-dev): bump postcss from 8.5.9 to 8.5.10,2026-04-24T18:26:08Z,github.com
Commit,Merge pull request #785 from shazzar00ni/claude/fix-github-action-p7wxH,2026-04-24T18:24:57Z,github.com
Commit,fix(tsconfig): remove deprecated baseUrl (paths use relative prefixes),2026-04-24T18:24:33Z,github.com
Commit,fix(ci): use full git history for Claude Code Action checkout,2026-04-24T18:23:04Z,github.com
Commit,fix(a11y): correct issue-810 marker in Testimonials carousel,2026-04-24T08:09:25Z,github.com
Commit,Merge branch 'main' into claude/accessibility-scan-agent-6jSFc,2026-04-24T08:05:52Z,github.com
Commit,chore(a11y): add accessibility-fix markers from automated scan,2026-04-24T04:49:50Z,github.com
