Type,Title,Last Visited,Host
Pull Request,chore(deps-dev): bump postcss from 8.5.6 to 8.5.8,2026-03-11T06:08:39Z,github.com
Pull Request,chore(deps): bump @sentry/react from 10.39.0 to 10.42.0,2026-03-12T10:34:34Z,github.com
Pull Request,chore(deps-dev): bump the development-dependencies group with 2 updates,2026-03-11T06:08:40Z,github.com
Commit,Merge pull request #583 from shazzar00ni/dependabot/npm_and_yarn/undici-7.24.1,2026-03-14T15:41:53Z,github.com
Commit,chore(deps): bump undici from 7.22.0 to 7.24.1,2026-03-13T23:30:42Z,github.com
Commit,Add SonarCloud analysis workflow,2026-03-13T23:11:21Z,github.com
Commit,Merge pull request #573 from shazzar00ni/coderabbitai/utg/a439ca6,2026-03-13T22:29:20Z,github.com
Commit,Merge pull request #571 from shazzar00ni/coderabbitai/docstrings/ea9bbf6,2026-03-13T22:28:57Z,github.com
Commit,Merge pull request #578 from shazzar00ni/copilot/sub-pr-571,2026-03-13T22:28:42Z,github.com
Commit,Merge pull request #574 from shazzar00ni/copilot/sub-pr-573,2026-03-13T22:26:51Z,github.com
Commit,Merge pull request #579 from shazzar00ni/copilot/sub-pr-573-again,2026-03-13T22:26:03Z,github.com
Commit,Merge pull request #580 from shazzar00ni/copilot/sub-pr-573-another-one,2026-03-13T22:22:25Z,github.com
Commit,"refactor(tests): remove duplicate section-order test, expand original to cover all sections",2026-03-13T05:02:08Z,github.com
Commit,remove duplicate main element test in App.test.tsx,2026-03-13T05:00:11Z,github.com
Commit,refactor(App): replace inline skip-link onClick with ref-backed useCallback handler,2026-03-13T04:57:22Z,github.com
Commit,Initial plan,2026-03-13T04:56:30Z,github.com
Commit,Initial plan,2026-03-13T04:56:22Z,github.com
Commit,Merge branch 'coderabbitai/utg/a439ca6' into copilot/sub-pr-573,2026-03-13T04:55:25Z,github.com
Commit,Update src/App.test.tsx,2026-03-13T04:54:43Z,github.com
Commit,Update src/App.test.tsx,2026-03-13T04:54:34Z,github.com
Commit,Update src/App.test.tsx,2026-03-13T04:54:21Z,github.com
Commit,Update src/App.test.tsx,2026-03-13T04:54:04Z,github.com
Commit,Merge branch 'main' into coderabbitai/utg/a439ca6,2026-03-13T04:53:40Z,github.com
Commit,Merge branch 'main' into coderabbitai/docstrings/ea9bbf6,2026-03-13T04:53:14Z,github.com
Commit,Initial plan,2026-03-13T04:53:06Z,github.com
Commit,Merge pull request #550 from shazzar00ni/copilot/fix-issue-525,2026-03-12T23:50:08Z,github.com
Commit,fix: bump @eslint/js to 10.0.1 (10.0.0 is deprecated) and update lock file,2026-03-12T21:12:43Z,github.com
Commit,Merge branch 'main' into copilot/fix-issue-525,2026-03-12T14:40:26Z,github.com
Commit,"chore: merge main, resolve all conflicts",2026-03-12T10:56:42Z,github.com
Commit,Merge pull request #562 from shazzar00ni/dependabot/github_actions/github/codeql-action-4.32.6,2026-03-12T10:26:49Z,github.com
Commit,Merge pull request #559 from shazzar00ni/dependabot/npm_and_yarn/sentry/react-10.42.0,2026-03-12T10:26:08Z,github.com
Commit,Merge branch 'main' into dependabot/npm_and_yarn/sentry/react-10.42.0,2026-03-12T10:25:59Z,github.com
Commit,Merge pull request #568 from shazzar00ni/dependabot/npm_and_yarn/development-dependencies-798041d518,2026-03-12T10:25:36Z,github.com
